"","MSSubClass_20","MSSubClass_30","MSSubClass_50","MSSubClass_60","MSSubClass_120","MSSubClass_160","MSZoning_C..all.","MSZoning_FV","MSZoning_RL","MSZoning_RM","LotFrontage","LotArea","Street_Pave","LotShape_IR2","LandContour_Bnk","LandContour_HLS","Utilities_AllPub","LotConfig_CulDSac","LotConfig_FR2","LandSlope_Mod","LandSlope_Sev","Neighborhood_BrkSide","Neighborhood_ClearCr","Neighborhood_Crawfor","Neighborhood_Edwards","Neighborhood_MeadowV","Neighborhood_Mitchel","Neighborhood_NoRidge","Neighborhood_NridgHt","Neighborhood_Somerst","Neighborhood_StoneBr","Neighborhood_Veenker","Condition1_Artery","Condition1_Norm","Condition1_PosA","Condition1_PosN","Condition1_RRAe","Condition1_RRAn","Condition1_RRNn","Condition2_PosA","Condition2_PosN","BldgType_1Fam","BldgType_Twnhs","BldgType_TwnhsE","HouseStyle_1.5Unf","HouseStyle_2.5Fin","HouseStyle_2.5Unf","HouseStyle_2Story","OverallQual_1","OverallQual_2","OverallQual_3","OverallQual_4","OverallQual_5","OverallQual_7","OverallQual_8","OverallQual_9","OverallQual_10","OverallCond_3","OverallCond_4","OverallCond_5","OverallCond_7","OverallCond_8","OverallCond_9","YearBuilt","YearRemodAdd","RoofStyle_Gambrel","RoofMatl_Membran","RoofMatl_Metal","RoofMatl_WdShngl","Exterior1st_BrkComm","Exterior1st_BrkFace","Exterior1st_CemntBd","Exterior1st_HdBoard","Exterior1st_ImStucc","Exterior1st_Stone","Exterior1st_VinylSd","Exterior1st_Wd.Sdng","Exterior2nd_CBlock","Exterior2nd_CmentBd","Exterior2nd_ImStucc","Exterior2nd_Other","Exterior2nd_VinylSd","MasVnrType_BrkCmn","MasVnrType_Stone","MasVnrArea","ExterQual_Ex","ExterQual_TA","ExterCond_Ex","ExterCond_Fa","ExterCond_Po","Foundation_CBlock","Foundation_PConc","Foundation_Stone","Foundation_Wood","BsmtQual_Ex","BsmtQual_TA","BsmtCond_Po","BsmtExposure_Gd","BsmtExposure_No","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_ALQ","BsmtFinType2_BLQ","BsmtFinSF2","TotalBsmtSF","Heating_GasA","Heating_GasW","Heating_Grav","HeatingQC_Ex","HeatingQC_TA","CentralAir_N","CentralAir_Y","Electrical_SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual_Ex","KitchenQual_TA","TotRmsAbvGrd","Functional_Maj2","Functional_Mod","Functional_Sev","Functional_Typ","Fireplaces","FireplaceQu_Ex","FireplaceQu_Po","GarageType_2Types","GarageType_Basment","GarageType_BuiltIn","GarageYrBlt","GarageFinish_Unf","GarageCars","GarageArea","GarageQual_Ex","GarageQual_Fa","GarageQual_Gd","PavedDrive_Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MoSold","YrSold","SaleType_Con","SaleType_ConLD","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD","SaleCondition_Abnorml","SaleCondition_Family","salePrices"
"284",0,0,0,0,1,0,0,0,1,0,0.162011173184358,0.0966297634643901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.187937062937063,0,0,0,0.491266375545852,1,0,0,0,0,0,1,1,0.355995410212278,0,0,0.285812989405804,0.333333333333333,0,0.5,0,0.25,0.333333333333333,0,0,0.25,0,0,0,1,0,0,0,0,0,0,1992,0,0.4,0.355510752688172,0,0,0,1,0,0,0.089041095890411,0,0,0,7,2007,0,0,0,0,0,1,0,0,12.0962633598645
"285",0,0,0,0,0,1,0,1,0,0,0.0782122905027933,0.0424842717496149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2006,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.194946974422957,1,0,0,1,0,0,1,1,0.0834767641996558,0.302663438256659,0,0.210962690004606,0,0,0.5,0.5,0.25,0.333333333333333,0,0,0.25,0,0,0,1,0,0,0,0,0,0,2006,0,0.4,0.354838709677419,0,0,0,1,0,0.0727762803234501,0,0,0,0,6,2007,0,0,0,1,0,0,0,0,12.0118869877927
"286",0,0,1,0,0,0,0,0,1,0,0.312849162011173,0.122169274844877,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1962,1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.262237762237762,0,0,0,0.284466625077979,1,0,0,0,1,0,1,1,0.215433161216294,0.314285714285714,0,0.322432058959005,0,0,0.25,0.5,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,1962,0,0.4,0.295698924731183,0,0,0,1,0,0,0,0,0.222222222222222,0,6,2006,0,0,0,0,0,1,0,0,11.9766657704908
"287",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.0982565756323692,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1971,1971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.268356643356643,0,0,0,0.267623206487835,1,0,0,0,1,0,1,1,0.150315547905909,0,0,0.120681713496085,0,0,0.25,0,0.375,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,97,1,0,0,0,0,0,1,0,0,0,0,0,0,6,2006,0,0,0,0,0,1,0,0,11.3851034570321
"288",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.122644361584198,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1967,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224963715529753,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.196678321678322,0,0,0,0.275109170305677,1,0,0,0,1,0,1,1,0.162363740676994,0,0,0.130354675264855,0,0,0.25,0,0.375,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1970,1,0.2,0.188172043010753,0,0,0,1,0,0,0,0,0,0,2,2010,0,0,0,0,0,1,0,0,11.7117845204031
"289",0,0,0,0,0,0,0,0,1,0,0.217877094972067,0.106966499186594,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1915,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.217716781035558,1,0,0,1,0,0,1,0,0.104417670682731,0.338014527845036,0,0.24458774758176,0,0,0.25,0,0.375,0.333333333333333,0,1,0.416666666666667,0,0,0,1,0,0,0,0,0,0,2003,1,0.2,0.258064516129032,0,0,0,1,0,0,0,0,0.449652777777778,0,7,2007,0,0,0,0,0,1,0,0,11.9419508374874
"290",0,0,0,1,0,0,0,0,1,0,0.553072625698324,0.206029282619024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2006,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.336556456643793,1,0,0,1,0,0,1,1,0.213711990820425,0.406779661016949,0,0.365039152464302,0,0,0.5,0.5,0.375,0.333333333333333,0,0,0.5,0,0,0,1,0.25,0,0,0,0,0,2006,0,0.4,0.460349462365591,0,0,1,1,0,0.068733153638814,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,12.3597846577283
"291",0,0,0,0,0,0,0,0,1,0,0.189944134078212,0.0631577431940226,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1912,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0917832167832168,0,0,0,0.24329382407985,1,0,0,1,0,1,0,1,0.172690763052209,0.37772397094431,0,0.318286503915246,0.333333333333333,0,0.5,0,0.75,0.333333333333333,0,0,0.583333333333333,0,0,0,1,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0.247978436657682,0,0,0,0,3,2008,0,0,0,0,0,1,0,0,11.8196819584639
"292",0,0,1,0,0,0,0,0,1,0,0.217877094972067,0.145534904478772,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1949,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.127622377622378,0,0,0,0.23955084217093,1,0,0,0,0,0,1,1,0.23350545037292,0.275060532687651,0,0.318286503915246,0,0,0.25,0.5,0.375,0.333333333333333,0,1,0.5,0,0,0,0,0.25,0,0,0,0,0,1949,1,0.2,0.188844086021505,0,0,0,1,0,0,0,0,0.277777777777778,0,1,2009,0,0,0,0,0,1,0,0,11.7829602357419
"293",0,0,0,1,0,0,0,0,1,0,0.269864778292886,0.221116885734441,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1977,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246734397677794,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.347465034965035,0,0,0,0.247972551466001,1,0,0,0,0,0,1,1,0.325301204819277,0.38498789346247,0,0.444265315522801,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0,0,0.583333333333333,0,0,0,1,0.25,0,0,0,0,0,1977,0,0.4,0.362231182795699,0,0,0,1,0,0.336927223719677,0,0,0,0,3,2006,0,0,0,0,0,1,0,0,12.3673450484364
"294",1,0,0,0,0,0,0,0,1,0,0.329608938547486,0.119491513223248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1953,1953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.172714078374456,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.561625874125874,0,0,0,0.441671865252651,1,0,0,0,1,0,1,1,0.375788869764773,0,0,0.301704283740212,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.416666666666667,0,0,0,1,0.5,0,0,0,0,0,1953,0,0.4,0.280913978494624,0,0,0,1,0.126436781609195,0,0,0,0,0,10,2009,0,0,0,0,0,1,0,0,12.0257550794049
"295",0,0,0,0,0,0,0,0,1,0,0.0893854748603352,0.0955500208750234,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.357954545454545,0,0,0,0.312850904553961,1,0,0,0,1,0,1,1,0.191910499139415,0,0,0.154076462459696,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1984,1,0.4,0.395161290322581,0,0,0,1,0.137931034482759,0,0,0,0,0,3,2006,0,0,0,0,0,1,0,0,11.8671042962101
"296",0,0,1,0,0,0,0,0,0,1,0.301675977653631,0.178661407120542,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1950,1950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.183566433566434,0,0,0,0.283842794759825,1,0,0,0,1,0,1,0,0.165232358003442,0.313801452784504,0,0.281897742975587,0,0,0.25,0.5,0.5,0.333333333333333,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1950,1,0.2,0.189516129032258,0,0,0,1,0.332183908045977,0,0,0,0,0,6,2007,0,0,0,0,0,1,0,0,11.9316423787541
"297",0,0,0,1,0,0,0,0,1,0,0.385474860335196,0.149724305725515,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264876632801161,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.167832167832168,0,0,0.114678899082569,0.218964441671865,1,0,0,0,0,0,1,1,0.20281124497992,0.339951573849879,0,0.324504836480884,0,0.5,0.25,1,0.375,0.333333333333333,0,1,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,1968,1,0.4,0.362231182795699,0,0,0,1,0.257471264367816,0,0,0,0,0,6,2007,0,0,0,0,0,1,0,0,12.072546967175
"298",1,0,0,0,0,0,0,0,1,0,0.329608938547486,0.182836411799427,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.34061135371179,1,0,0,1,0,0,1,1,0.2346528973035,0,0,0.188392445877476,0,0.5,0.25,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1950,1,0.2,0.201612903225806,0,0,0,1,0,0.0485175202156334,0,0,0,0,8,2009,0,0,0,0,0,1,0,1,11.9735161814278
"299",0,0,0,0,0,0,0,0,1,0,0.385474860335196,0.208030405551317,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1953,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406386066763425,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.36756993006993,0,0,0,0.363381160324392,1,0,0,0,1,0,1,1,0.287435456110155,0,0,0.230769230769231,0.333333333333333,0,0.25,0,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0.5,0,0,0,0,0,1953,1,0.2,0.252016129032258,0,0,0,1,0,0,0,0,0,0,6,2006,0,0,0,0,0,1,0,0,11.9640074537369
"300",0,0,0,1,0,0,0,0,1,0,0.251396648044693,0.214883171851831,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1998,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.122814685314685,0,0,0,0.32064878353088,1,0,0,1,0,0,1,1,0.251290877796902,0.601452784503632,0,0.487793643482266,0,0,0.5,0.5,0.5,0.333333333333333,0,0,0.583333333333333,0,0,0,1,0.25,0,0,0,0,1,1998,0,0.4,0.459005376344086,0,0,0,1,0.239080459770115,0.0673854447439353,0,0,0,0,5,2007,0,0,0,0,0,1,0,0,12.4950076826937
"301",1,0,0,0,0,0,0,0,1,0,0.541899441340782,0.178575027713393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2001,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.108853410740203,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.480661260137243,1,0,0,1,0,0,1,1,0.346242111302352,0,0,0.277982496545371,0,0,0.5,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,2001,0,0.6,0.566532258064516,0,0,0,1,0.537931034482759,0.109164420485175,0,0,0,0,1,2006,0,0,0,0,0,1,0,0,12.2307701361574
"302",1,0,0,0,0,0,0,0,1,0,0.273743016759777,0.122370826794892,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1972,1972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.390734265734266,0,0,0,0.278852152214598,1,0,0,0,1,0,1,1,0.160642570281124,0,0,0.128972823583602,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1975,1,0.4,0.370967741935484,0,0,0,1,0.294252873563218,0,0,0,0,0,7,2006,0,0,0,0,0,1,1,0,11.9177303551825
"303",0,0,0,0,0,0,0,0,0,1,0.368715083798883,0.245979758425591,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1880,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.458515283842795,1,0,0,1,0,0,1,1,0.384681583476764,0.880387409200968,0,0.727544910179641,0,0,0.75,0,0.375,0.333333333333333,0,0,0.666666666666667,0,0,0,1,0.25,1,0,0,0,0,2003,1,0.6,0.584677419354839,0,0,0,1,0.347126436781609,0,0,0,0,0,5,2008,0,0,0,0,0,1,0,0,12.5947340251467
"304",1,0,0,0,0,0,0,0,1,0,0.329608938547486,0.130807215559811,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2004,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.178519593613933,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.63986013986014,0,0,0,0.623830318153462,1,0,0,1,0,0,1,1,0.477911646586345,0,0,0.383694150161216,0.333333333333333,0,0.5,0,0.375,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,0,0,2004,0,0.6,0.596774193548387,0,0,0,1,0.193103448275862,0,0,0,0,0,7,2007,0,0,0,0,0,1,0,0,12.6310167991758
"305",0,0,0,1,0,0,0,0,1,0,0.53072625698324,0.175263817106002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1990,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178519593613933,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.305944055944056,0,0,0,0.218340611353712,1,0,0,0,0,0,1,1,0.226047045324154,0.542857142857143,0,0.439659143251958,0.333333333333333,0,0.5,0.5,0.5,0.333333333333333,0,0,0.5,0,0,0,1,0.25,0,0,0,0,0,1990,0,0.6,0.501344086021505,0,0,0,1,0.145977011494253,0.0592991913746631,0.383561643835616,0,0,0,6,2007,0,0,0,0,0,1,0,0,12.3238601256211
"306",0,0,1,0,0,0,0,0,0,1,0.269864778292886,0.0953052792214336,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0995009357454772,1,0,0,0,1,0,1,0,0.20109007458405,0.179661016949153,0,0.246890833717181,0,0,0.25,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0.194070080862534,0,0,0,0,3,2008,0,0,0,0,0,1,0,0,11.4020050773849
"307",0,1,0,0,0,0,0,0,1,0,0.269864778292886,0.158966902290494,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1940,1950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.11451048951049,0,0,0,0.268558951965066,1,0,0,1,0,0,1,1,0.151176133103844,0,0,0.121372639336711,0,0,0.25,0,0.125,0.333333333333333,0,1,0.166666666666667,0,0,0,1,0,0,0,0,0,0,1961,1,0.4,0.362231182795699,0,0,0,1,0.181609195402299,0,0,0,0,0,3,2009,0,0,0,0,0,1,0,0,11.3205656934614
"308",1,0,0,0,0,0,0,0,1,0,0.385474860335196,0.15948517873339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2003,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.556818181818182,0,0,0,0.591391141609482,1,0,0,1,0,0,1,1,0.461847389558233,0,0,0.370796867802856,0.333333333333333,0,0.5,0,0.375,0.333333333333333,1,0,0.5,0,0,0,1,0.75,1,0,0,0,0,2003,0,0.6,0.475806451612903,0,0,0,1,0.239080459770115,0.235849056603774,0,0,0,0,11,2006,0,0,0,0,0,1,0,0,12.7938620882062
"309",0,0,0,1,0,0,0,0,1,0,0.269864778292886,0.0919220857747513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.081277213352685,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.226398601398601,0,0,0,0.217404865876482,1,0,0,0,0,0,1,1,0.104130808950086,0.389346246973366,0,0.268770152003685,0,0,0.5,0.5,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1993,0,0.4,0.282258064516129,0,0,0,1,0.218390804597701,0.0849056603773585,0,0,0,0,5,2006,0,0,0,0,0,1,0,0,12.0173365595624
"310",1,0,0,0,0,0,0,0,1,0,0.162011173184358,0.0964570046500914,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.297202797202797,0,0,0,0.303181534622583,1,0,0,1,0,0,1,1,0.183017785427424,0,0,0.146936895439889,0.333333333333333,0,0.25,0,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0.25,0,0,0,0,0,1948,1,0.2,0.161290322580645,0,0,0,1,0,0,0,0,0,0,5,2009,0,0,0,0,0,1,0,0,11.7905647772974
"311",0,0,0,0,0,0,0,0,0,1,0.245810055865922,0.0935776910784469,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1939,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.221590909090909,0,0,0,0.247348721147848,1,0,0,0,1,0,1,1,0.131669535283993,0.157384987893462,0,0.180561953017043,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.25,0,0,0,1,0.25,0,0,0,0,0,1939,1,0.4,0.275537634408602,0,0,0,1,0,0,0,0,0.470486111111111,0,5,2006,0,0,0,0,0,1,0,0,11.6944216812644
"312",0,0,0,0,0,0,0,0,0,1,0.217877094972067,0.119491513223248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1925,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.00699300699300699,0,0,0,0.22707423580786,1,0,0,1,0,0,1,1,0.142857142857143,0.391767554479419,0,0.301013357899585,0,0.5,0.25,0.5,0.375,0.333333333333333,1,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1925,1,0.4,0.366935483870968,0,1,0,1,0,0,0.400684931506849,0,0,0,8,2006,0,0,0,0,0,1,0,0,12.089544447236
"313",0,0,0,1,0,0,0,0,1,0,0.279329608938547,0.0935057082391558,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2004,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.185751748251748,0,0,0,0.223331253898939,1,0,0,1,0,0,1,1,0.109581181870338,0.346731234866828,0,0.252878857669277,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,2004,0,0.4,0.290322580645161,0,0,0,1,0.114942528735632,0.068733153638814,0,0,0,0,7,2009,0,0,0,0,0,1,0,0,12.1468585908959
